Unnamed: 0,AvgSpeed,Country,DangerLvl,NoAccidents,NoFatalities,NoJourneys,PoliceActivity,RoadCond,Season,Weather,Weekend
3680,low,US,low,medium,medium,medium,regular,good,spring,good,working
3681,low,US,high,high,high,medium,regular,good,summer,good,working
3683,low,UK,low,low,low,low,increased,bad,winter,bad,weekend
3685,high,Europe,low,medium,medium,medium,regular,bad,winter,bad,working
3686,low,US,low,high,high,medium,regular,good,summer,good,working
3688,high,UK,low,low,low,low,regular,good,summer,bad,weekend
3692,low,Europe,low,medium,low,medium,regular,bad,winter,bad,holiday
3693,low,Europe,low,low,low,low,regular,bad,spring,bad,working
3694,high,UK,low,medium,high,medium,regular,good,fall,good,working
3695,high,US,low,high,high,medium,regular,good,summer,good,working
3701,low,Europe,low,low,low,low,regular,bad,winter,bad,working
3704,high,US,low,medium,medium,medium,regular,good,spring,good,working
3705,low,Europe,low,low,low,low,regular,bad,winter,bad,working
3708,high,Europe,low,high,high,low,regular,bad,spring,bad,working
3716,low,US,low,high,high,low,regular,good,summer,good,holiday
3718,low,Europe,low,low,low,medium,regular,bad,summer,good,working
3719,high,US,low,low,low,medium,regular,good,summer,good,working
3722,low,Europe,low,medium,low,medium,increased,bad,summer,good,working
3724,high,Europe,low,low,low,low,regular,good,summer,good,working
3726,low,US,low,high,high,medium,regular,good,fall,good,working
3728,high,US,low,low,low,medium,regular,good,summer,good,working
3736,low,Europe,low,medium,low,medium,regular,bad,winter,bad,working
3737,low,US,low,low,medium,medium,regular,good,fall,good,working
3738,low,Europe,high,low,medium,medium,regular,bad,winter,bad,working
3739,high,Europe,low,high,high,medium,regular,good,fall,good,working
3742,low,Europe,low,medium,low,medium,regular,good,winter,good,working
3746,high,UK,low,low,medium,medium,regular,good,fall,good,working
3747,low,US,low,low,low,low,regular,bad,winter,bad,working
3748,low,US,low,medium,medium,medium,regular,good,fall,bad,weekend
3750,low,Europe,low,medium,low,low,regular,bad,winter,bad,working
3751,high,Europe,low,high,medium,medium,regular,good,fall,good,working
3756,low,US,low,low,medium,medium,regular,good,spring,good,working
3757,low,Europe,low,low,low,low,regular,bad,fall,bad,working
3764,low,UK,low,low,medium,medium,regular,bad,winter,bad,working
3765,low,US,low,low,low,low,regular,bad,winter,bad,weekend
3767,low,US,low,medium,high,medium,regular,good,fall,good,weekend
3768,high,US,low,medium,low,medium,regular,good,summer,good,weekend
3769,high,Europe,low,high,medium,medium,regular,good,winter,good,working
3771,high,Europe,low,medium,medium,medium,regular,good,summer,good,working
3775,high,Europe,low,high,high,medium,regular,good,summer,good,working
3776,low,Europe,low,low,medium,medium,regular,bad,fall,bad,working
3777,high,Europe,low,low,high,low,increased,good,summer,good,working
3778,high,Europe,low,medium,low,medium,regular,bad,spring,bad,working
3781,high,US,low,high,low,medium,regular,good,summer,good,weekend
3784,low,US,low,low,low,medium,regular,bad,fall,good,holiday
3785,low,Europe,low,high,high,medium,increased,good,fall,good,weekend
3786,low,Europe,low,low,low,medium,regular,bad,spring,bad,working
3790,low,Europe,low,medium,low,medium,regular,good,summer,good,working
3793,low,Europe,low,high,high,medium,regular,bad,fall,good,weekend
3794,low,US,low,low,low,low,regular,bad,fall,bad,working
3795,low,Europe,low,medium,medium,medium,regular,bad,spring,good,working
3803,low,US,low,medium,low,medium,regular,good,spring,good,working
3808,low,Europe,low,low,medium,medium,regular,good,fall,good,working
3809,low,Europe,low,low,low,medium,regular,bad,summer,good,working
3815,high,Europe,low,low,low,medium,regular,good,winter,bad,working
3817,low,Europe,low,low,low,medium,regular,bad,winter,good,working
3821,low,Europe,low,low,low,low,increased,bad,winter,bad,weekend
3824,low,UK,low,low,low,low,regular,bad,fall,bad,working
3825,high,Europe,low,high,high,low,regular,good,summer,good,holiday
3826,high,Europe,low,medium,low,medium,regular,good,summer,good,working
3832,low,Europe,low,medium,medium,medium,regular,good,summer,good,working
3836,low,US,low,medium,low,low,regular,bad,spring,bad,working
3839,high,Europe,low,medium,high,medium,regular,good,summer,good,working
3841,high,UK,low,low,low,low,regular,good,summer,good,weekend
3842,high,Europe,low,medium,low,medium,regular,bad,winter,bad,working
3843,high,US,low,high,low,medium,regular,good,summer,good,working
3847,low,US,low,medium,medium,medium,regular,good,summer,good,working
3850,low,Europe,low,low,low,medium,regular,bad,winter,bad,working
3855,high,Europe,low,medium,medium,medium,regular,good,spring,good,working
3856,low,Europe,low,low,low,medium,regular,good,spring,good,working
3858,low,Europe,low,medium,medium,medium,regular,bad,winter,bad,working
3859,low,US,low,low,low,medium,regular,bad,spring,bad,working
3861,high,Europe,high,high,medium,low,regular,bad,winter,good,working
3865,low,UK,low,low,medium,medium,regular,bad,winter,bad,working
3868,high,UK,low,low,medium,low,regular,good,spring,good,working
3870,low,Europe,low,medium,high,medium,regular,good,fall,good,working
3871,low,US,low,low,medium,medium,regular,bad,spring,bad,working
3872,low,Europe,low,low,medium,medium,regular,bad,fall,bad,working
3873,high,Europe,high,low,low,low,regular,bad,winter,bad,working
3874,low,Europe,low,low,low,medium,regular,bad,winter,bad,working
3876,high,US,low,medium,low,medium,regular,good,summer,good,weekend
3877,high,UK,high,high,high,medium,regular,bad,winter,bad,weekend
3878,low,US,low,low,low,low,regular,bad,winter,bad,working
3880,low,Europe,low,low,low,low,regular,bad,winter,bad,working
3881,low,Europe,low,low,low,medium,regular,bad,fall,bad,working
3882,low,Europe,low,low,low,medium,regular,bad,winter,bad,working
3883,low,Europe,low,low,low,medium,regular,bad,winter,bad,working
3884,low,US,low,low,low,medium,regular,good,summer,good,working
3885,high,Europe,low,high,high,medium,regular,good,spring,good,working
3887,low,Europe,low,low,low,low,increased,good,summer,good,weekend
3889,low,Europe,low,low,low,low,regular,bad,winter,bad,holiday
3892,low,Europe,low,high,medium,medium,regular,good,summer,good,working
3895,low,Europe,low,high,high,medium,regular,bad,summer,good,weekend
3897,high,US,low,low,medium,medium,regular,good,summer,good,working
3900,low,US,low,medium,medium,low,regular,bad,fall,bad,weekend
3902,low,Europe,low,medium,low,medium,regular,good,fall,good,working
3905,high,UK,low,medium,high,medium,regular,good,spring,good,working
3906,low,US,low,medium,low,low,regular,bad,fall,bad,working
3907,high,Europe,low,low,high,medium,regular,good,spring,good,working
3910,low,Europe,low,low,low,medium,regular,good,summer,good,working
3912,low,Europe,low,low,low,medium,regular,bad,fall,bad,working
3913,high,Europe,low,low,low,low,regular,good,spring,good,working
3914,high,Europe,low,low,low,medium,regular,good,summer,good,working
3915,high,Europe,low,low,low,medium,regular,good,summer,good,working
3917,high,US,low,medium,medium,medium,regular,good,summer,good,working
3919,high,UK,low,low,low,low,regular,good,spring,bad,weekend
3923,low,Europe,low,low,low,medium,regular,good,summer,good,weekend
3924,low,US,low,low,low,low,regular,bad,winter,bad,weekend
3928,high,UK,low,low,low,low,regular,good,summer,good,working
3931,high,Europe,low,medium,medium,medium,regular,good,fall,good,working
3932,low,Europe,low,low,medium,medium,regular,good,summer,good,weekend
3934,high,Europe,low,low,low,low,regular,good,winter,good,working
3935,high,UK,low,low,low,low,regular,bad,winter,bad,working
3936,low,Europe,low,low,low,medium,regular,bad,summer,good,weekend
3937,low,Europe,low,low,medium,medium,regular,bad,spring,bad,working
3938,high,US,low,medium,high,medium,regular,good,spring,good,working
3940,low,UK,low,low,low,medium,regular,bad,winter,bad,weekend
3943,low,Europe,low,low,low,medium,increased,good,spring,good,working
3944,high,US,low,low,medium,medium,regular,good,spring,good,working
3946,high,Europe,low,medium,high,low,regular,bad,fall,bad,working
3947,low,Europe,low,medium,low,low,regular,bad,winter,bad,weekend
3949,low,Europe,low,low,medium,low,regular,bad,fall,bad,working
3950,high,Europe,low,low,low,medium,regular,good,fall,bad,holiday
3951,low,US,low,low,low,medium,regular,good,spring,bad,weekend
3957,high,Europe,low,low,low,medium,regular,good,fall,good,weekend
3959,low,Europe,low,low,low,medium,regular,bad,winter,bad,working
3960,high,US,low,low,low,medium,regular,good,summer,good,weekend
3963,high,Europe,high,medium,high,medium,regular,good,fall,good,working
3964,high,Europe,low,high,medium,low,regular,good,winter,bad,weekend
3966,low,UK,low,low,low,medium,regular,bad,winter,good,working
3967,high,US,low,medium,low,medium,regular,good,fall,good,weekend
3970,high,Europe,low,low,medium,medium,regular,good,summer,good,working
3971,low,UK,low,low,low,medium,regular,good,fall,good,working
3973,low,Europe,low,medium,low,medium,regular,bad,spring,good,working
3974,high,US,low,medium,medium,low,regular,bad,fall,good,working
3978,high,US,low,low,medium,medium,regular,good,fall,good,weekend
3981,high,UK,high,low,low,medium,regular,bad,fall,bad,working
3987,high,Europe,low,medium,low,medium,regular,good,spring,good,working
3990,low,Europe,low,low,low,low,regular,good,fall,good,working
3997,high,UK,low,high,medium,medium,regular,good,summer,good,holiday
3998,high,Europe,low,medium,low,medium,regular,bad,winter,bad,working
3999,high,Europe,low,low,medium,low,regular,good,spring,good,working
4000,low,US,low,medium,low,low,regular,bad,winter,bad,weekend
4004,low,UK,low,low,low,low,regular,bad,winter,bad,working
4005,low,UK,low,medium,high,medium,regular,bad,winter,good,working
4006,high,Europe,low,medium,low,medium,regular,good,spring,good,working
4009,high,Europe,low,low,low,medium,regular,good,summer,good,working
4010,low,UK,low,low,medium,low,regular,bad,winter,bad,weekend
4013,low,Europe,low,medium,high,low,regular,good,fall,good,weekend
4014,high,UK,low,medium,medium,medium,regular,good,fall,good,working
4016,low,Europe,low,low,low,medium,regular,bad,winter,bad,working
4019,low,US,low,medium,high,medium,regular,bad,winter,bad,weekend
4023,high,Europe,low,high,high,medium,regular,good,fall,good,holiday
4025,high,US,low,low,low,medium,regular,good,summer,good,working
4026,low,Europe,low,medium,low,medium,regular,good,summer,good,working
4027,low,Europe,low,medium,medium,low,regular,bad,winter,bad,working
4028,low,UK,low,low,low,low,regular,bad,winter,bad,working
4029,high,Europe,low,medium,high,medium,regular,good,fall,good,weekend
4030,high,UK,low,medium,high,medium,regular,good,winter,good,working
4031,low,US,low,low,low,low,regular,good,spring,bad,weekend
4036,high,Europe,low,low,low,medium,regular,good,spring,good,working
4037,high,Europe,low,medium,medium,medium,regular,good,summer,good,weekend
4038,high,UK,low,low,low,medium,regular,good,fall,good,working
4039,high,US,low,low,low,medium,regular,bad,fall,bad,working
4040,low,US,low,low,low,medium,regular,good,winter,good,working
4041,high,US,high,high,high,medium,regular,good,fall,bad,working
4042,high,UK,high,high,high,medium,regular,good,spring,good,working
4043,high,US,low,medium,low,medium,regular,bad,winter,bad,working
4044,high,US,low,low,low,medium,regular,good,summer,good,working
4047,low,Europe,low,low,medium,low,regular,bad,fall,bad,weekend
4049,high,Europe,low,low,low,low,regular,bad,winter,bad,working
4051,low,US,low,medium,high,medium,regular,bad,winter,bad,working
4052,low,Europe,low,low,low,medium,regular,good,winter,good,working
4053,high,UK,low,low,medium,low,regular,bad,winter,bad,holiday
4056,high,Europe,low,low,low,medium,regular,good,summer,good,working
4060,low,US,low,low,low,medium,regular,good,summer,good,working
4061,low,Europe,low,medium,high,medium,regular,bad,winter,bad,working
4062,low,UK,low,medium,low,medium,regular,good,fall,good,working
4067,high,Europe,low,medium,low,medium,regular,good,fall,good,working
4070,high,Europe,low,low,low,medium,regular,good,summer,good,working
4074,low,Europe,low,high,medium,medium,regular,good,summer,good,working
4077,low,Europe,low,high,medium,medium,regular,good,summer,good,working
4078,low,US,low,low,low,low,regular,bad,winter,bad,working
4081,high,UK,high,high,high,medium,regular,good,summer,good,weekend
4082,high,Europe,low,low,low,low,regular,good,winter,good,working
4083,low,Europe,low,low,medium,medium,regular,bad,winter,bad,working
4086,high,Europe,low,low,low,medium,regular,good,spring,good,weekend
4088,low,Europe,low,low,low,medium,increased,bad,winter,bad,working
4089,low,UK,low,low,medium,low,regular,good,fall,good,weekend
4096,high,Europe,low,medium,low,medium,regular,bad,spring,bad,working
4100,low,Europe,low,low,low,medium,regular,good,summer,good,working
4102,high,US,low,low,low,medium,regular,good,winter,bad,working
4104,low,Europe,low,medium,low,medium,regular,good,summer,good,working
4105,low,UK,low,medium,high,low,regular,good,fall,good,working
4106,low,Europe,low,medium,high,medium,regular,bad,winter,bad,working
4118,high,US,low,low,low,medium,regular,good,summer,good,working
4119,low,UK,low,medium,low,medium,regular,bad,fall,bad,working
4122,low,UK,low,low,low,low,regular,good,fall,good,working
4123,low,Europe,low,medium,low,medium,regular,good,summer,good,weekend
4125,low,US,low,low,medium,medium,regular,bad,fall,bad,working
4129,low,UK,low,low,low,low,regular,bad,fall,bad,working
4130,low,UK,low,low,low,low,regular,good,fall,good,weekend
4133,low,Europe,low,medium,medium,medium,regular,bad,fall,bad,working
4134,low,US,low,low,medium,medium,regular,bad,winter,bad,weekend
4137,low,Europe,low,medium,medium,medium,regular,good,summer,good,working
4139,low,US,low,low,medium,low,regular,bad,fall,bad,working
4140,low,Europe,low,low,medium,medium,regular,good,fall,good,working
4144,low,UK,low,low,medium,low,regular,bad,winter,bad,working
4149,low,UK,low,high,high,medium,regular,good,winter,good,weekend
4150,low,UK,low,low,low,low,regular,bad,winter,bad,weekend
4151,low,Europe,low,low,low,medium,regular,bad,summer,bad,weekend
4153,low,UK,low,medium,medium,medium,regular,good,summer,good,working
4156,low,UK,low,low,low,low,regular,bad,spring,good,working
4157,low,Europe,low,medium,medium,medium,increased,good,spring,good,weekend
4166,high,Europe,low,low,low,medium,regular,good,spring,good,working
4167,low,US,low,low,medium,medium,regular,good,summer,good,working
4170,low,Europe,low,low,low,low,regular,bad,winter,bad,working
4173,low,UK,low,low,low,low,regular,bad,winter,bad,working
4176,high,Europe,high,medium,low,low,regular,bad,spring,bad,working
4178,high,US,high,high,high,medium,increased,good,summer,good,working
4179,low,Europe,low,medium,high,medium,regular,bad,winter,bad,working
4180,low,Europe,low,low,medium,medium,regular,good,fall,good,weekend
4181,high,US,low,low,low,medium,regular,good,summer,good,working
4184,low,US,low,low,low,low,regular,bad,spring,bad,working
4185,low,UK,low,low,medium,medium,regular,good,summer,good,working
4188,low,US,low,low,low,low,regular,bad,winter,bad,working
4191,high,Europe,low,low,medium,low,regular,bad,winter,bad,weekend
4192,high,UK,high,high,high,medium,regular,bad,winter,bad,working
4193,low,UK,low,low,low,medium,regular,bad,spring,bad,working
4195,low,US,low,low,low,medium,regular,bad,spring,bad,working
4196,low,UK,low,medium,high,medium,regular,good,summer,good,working
4200,high,Europe,low,low,low,low,regular,bad,winter,bad,weekend
4202,high,US,low,low,low,medium,regular,good,summer,good,working
4204,low,Europe,low,low,low,medium,regular,good,spring,good,working
4206,high,Europe,low,low,low,medium,regular,good,summer,good,weekend
4207,low,US,low,low,low,medium,regular,bad,winter,bad,working
4209,high,Europe,low,medium,high,medium,regular,good,summer,good,working
4210,low,Europe,low,medium,medium,medium,regular,bad,fall,bad,working
4212,high,Europe,low,low,low,medium,regular,good,summer,good,working
4213,low,UK,low,low,low,medium,regular,bad,winter,good,weekend
4214,low,Europe,low,low,low,low,regular,bad,summer,good,weekend
4217,low,US,low,low,low,medium,regular,bad,winter,good,working
4218,high,US,low,medium,high,medium,regular,good,spring,good,working
4219,high,UK,low,medium,high,medium,regular,good,summer,good,working
4223,low,Europe,low,low,low,low,regular,good,summer,good,weekend
4225,low,UK,low,low,low,medium,regular,bad,fall,bad,working
4231,low,Europe,low,high,low,low,regular,bad,winter,bad,working
4233,low,Europe,low,low,low,low,regular,good,summer,good,working
4234,low,Europe,low,high,medium,medium,regular,bad,winter,bad,working
4235,high,Europe,low,low,low,medium,regular,good,fall,good,working
4237,low,Europe,low,medium,medium,low,regular,bad,winter,bad,weekend
4245,high,US,high,medium,high,low,regular,good,summer,good,working
4246,high,UK,low,low,low,medium,regular,good,fall,good,working
4248,low,UK,low,low,low,medium,regular,bad,winter,bad,working
4250,low,Europe,low,medium,low,medium,regular,bad,summer,good,working
4251,high,Europe,high,low,low,medium,regular,good,spring,good,holiday
4252,low,Europe,low,medium,high,low,regular,bad,spring,bad,working
4253,low,UK,low,low,low,medium,regular,bad,winter,bad,working
4254,low,Europe,low,medium,medium,medium,regular,bad,spring,bad,working
4255,high,US,low,low,low,medium,regular,good,summer,good,working
4256,low,Europe,low,medium,low,low,increased,good,summer,good,working
4258,low,Europe,low,low,low,low,regular,bad,fall,bad,working
4260,low,US,low,low,medium,medium,increased,good,summer,good,working
4261,low,US,low,low,low,medium,increased,bad,winter,bad,working
4263,low,UK,low,medium,high,medium,regular,good,summer,good,working
4266,low,US,low,low,medium,medium,regular,good,spring,bad,working
4267,low,Europe,low,low,medium,medium,regular,bad,fall,bad,weekend
4268,high,US,low,low,medium,medium,regular,bad,winter,bad,working
4269,high,US,low,medium,medium,medium,regular,good,spring,good,holiday
4270,low,Europe,low,low,low,medium,regular,good,fall,good,weekend
4272,low,Europe,low,low,low,medium,regular,good,summer,good,working
4274,low,US,low,medium,low,medium,regular,good,spring,bad,working
4275,high,Europe,low,low,low,medium,regular,good,summer,good,weekend
4277,high,UK,low,medium,medium,medium,regular,good,summer,good,working
4278,high,Europe,low,low,medium,medium,regular,good,summer,good,working
4279,low,US,low,low,low,low,regular,good,winter,bad,working
4281,high,US,low,low,low,low,regular,good,summer,good,working
4284,high,US,low,medium,low,low,regular,bad,winter,bad,working
4285,low,Europe,low,low,medium,medium,regular,good,summer,good,weekend
4287,high,US,high,high,high,medium,regular,good,spring,good,working
4288,low,Europe,low,low,low,medium,regular,bad,spring,bad,weekend
4291,low,Europe,low,low,low,medium,regular,good,spring,good,weekend
4295,low,Europe,low,medium,low,low,regular,good,summer,good,weekend
4296,high,Europe,low,low,low,low,regular,good,summer,bad,working
4300,low,Europe,low,low,low,low,regular,bad,winter,bad,working
4302,low,Europe,low,high,high,low,regular,bad,fall,bad,working
4305,low,Europe,low,low,low,low,regular,bad,spring,bad,weekend
4306,high,UK,low,low,low,medium,regular,good,spring,bad,working
4307,low,Europe,low,low,low,low,regular,good,fall,good,working
4308,low,Europe,low,low,low,medium,regular,bad,spring,bad,working
4312,high,Europe,low,low,medium,low,regular,bad,winter,bad,weekend
4313,low,US,low,medium,high,medium,regular,good,fall,good,working
4314,low,US,low,low,medium,medium,regular,bad,winter,bad,working
4315,low,Europe,low,medium,low,low,regular,bad,winter,bad,weekend
4317,low,Europe,low,low,low,low,regular,bad,winter,bad,working
4318,low,US,low,low,high,medium,regular,bad,winter,bad,working
4319,high,US,high,high,low,medium,regular,bad,winter,bad,working
4320,low,US,low,low,low,medium,regular,good,summer,good,working
4321,low,Europe,low,low,low,low,regular,bad,winter,bad,working
4322,low,Europe,low,medium,high,medium,regular,bad,winter,bad,working
4323,low,US,low,medium,medium,medium,regular,bad,fall,good,working
4325,high,Europe,low,low,low,low,regular,good,summer,good,working
4326,low,Europe,low,low,medium,low,regular,bad,winter,bad,weekend
4334,low,US,low,high,high,medium,regular,bad,winter,bad,weekend
4335,low,Europe,low,high,high,medium,regular,bad,summer,bad,working
4338,low,US,low,medium,high,medium,regular,bad,spring,good,working
4339,high,Europe,low,medium,low,low,regular,good,spring,bad,weekend
4340,high,Europe,low,high,high,medium,regular,good,fall,good,weekend
4341,high,Europe,low,medium,medium,medium,regular,bad,fall,bad,working
4342,high,Europe,low,medium,high,medium,regular,bad,winter,bad,working
4347,high,Europe,low,low,low,medium,regular,good,winter,good,working
4348,high,Europe,low,medium,low,medium,regular,bad,spring,bad,weekend
4353,low,Europe,low,high,low,medium,regular,bad,fall,bad,working
4357,low,Europe,low,low,low,medium,increased,good,winter,bad,working
4358,high,US,low,high,high,medium,regular,good,summer,good,working
4361,low,US,low,low,medium,medium,regular,bad,winter,bad,working
4362,low,UK,low,high,medium,low,regular,bad,spring,bad,weekend
4365,low,Europe,low,low,low,medium,regular,good,spring,good,working
4367,low,Europe,low,medium,low,medium,regular,good,fall,good,working
4371,high,US,low,low,low,low,regular,good,fall,good,working
4373,high,Europe,low,low,low,low,regular,good,summer,good,working
4375,low,Europe,low,low,low,medium,regular,bad,winter,bad,working
4380,high,Europe,low,low,low,medium,regular,good,spring,good,working
4383,high,Europe,low,medium,medium,medium,regular,good,spring,good,working
4384,low,UK,low,low,medium,medium,regular,bad,winter,bad,working
4385,low,US,low,medium,medium,medium,increased,good,fall,good,working
4390,high,UK,low,low,medium,medium,regular,good,summer,good,working
4391,low,US,low,low,medium,medium,regular,bad,winter,bad,working
4401,high,UK,low,low,low,low,regular,good,fall,good,weekend
4403,low,US,low,low,low,medium,regular,bad,fall,good,weekend
4407,high,Europe,low,low,low,medium,regular,good,summer,good,working
4414,high,Europe,low,low,low,medium,regular,bad,winter,bad,working
4417,high,Europe,low,low,low,medium,regular,good,summer,good,working
4420,low,UK,low,high,medium,low,regular,bad,winter,bad,working
4422,low,US,low,medium,high,medium,regular,bad,spring,bad,working
4424,low,Europe,low,low,low,medium,regular,bad,summer,good,weekend
4430,high,US,low,low,medium,low,regular,good,spring,bad,working
4435,low,US,low,low,medium,medium,regular,bad,fall,bad,working
4437,high,Europe,low,low,low,low,regular,good,fall,good,working
4439,low,Europe,low,high,medium,low,regular,bad,spring,bad,holiday
4444,high,US,low,medium,low,medium,regular,good,summer,good,working
4445,low,Europe,low,low,low,medium,regular,good,summer,good,working
4446,high,Europe,low,low,low,medium,regular,good,winter,good,working
4449,low,US,low,low,medium,medium,increased,good,summer,good,working
4452,low,Europe,low,low,low,low,regular,bad,fall,bad,working
4453,high,Europe,low,medium,high,low,regular,good,winter,good,working
4454,low,Europe,low,low,low,medium,regular,bad,winter,bad,weekend
4459,low,UK,low,high,high,medium,regular,good,winter,bad,working
4460,high,UK,low,medium,high,medium,regular,good,spring,good,working
4464,low,Europe,low,high,low,low,regular,bad,winter,bad,working
4467,high,US,low,low,low,low,regular,bad,fall,bad,working
4469,high,Europe,low,medium,low,medium,regular,good,summer,good,weekend
4470,high,Europe,low,low,low,medium,regular,good,summer,good,working
4473,high,US,low,low,low,medium,regular,good,spring,good,working
4474,high,UK,low,medium,high,medium,regular,good,summer,good,weekend
4476,high,Europe,low,high,low,medium,regular,good,fall,good,weekend
4480,low,US,low,low,low,medium,regular,bad,winter,bad,holiday
4481,low,US,low,low,low,medium,regular,bad,summer,bad,working
4482,high,Europe,low,low,low,medium,regular,good,fall,good,working
4488,low,US,low,medium,low,low,regular,good,spring,good,working
4490,high,US,low,low,low,medium,regular,good,summer,good,working
4491,low,UK,low,low,low,low,regular,bad,winter,bad,working
4492,high,US,low,low,low,medium,regular,good,fall,good,weekend
4493,low,Europe,low,low,low,medium,regular,bad,fall,bad,working
4494,high,Europe,low,medium,high,medium,regular,good,summer,good,working
4495,high,US,low,low,low,medium,regular,good,summer,good,working
4496,low,US,low,medium,high,medium,regular,good,spring,good,working
4500,high,US,low,medium,low,medium,regular,good,summer,good,working
4503,high,Europe,low,low,low,low,regular,good,fall,good,holiday
4507,low,UK,low,low,low,low,regular,bad,winter,bad,working
4510,low,UK,low,low,low,medium,regular,good,fall,good,working
4513,high,US,low,medium,medium,medium,regular,bad,spring,bad,working
4516,low,Europe,low,medium,medium,medium,regular,good,fall,good,working
4518,low,Europe,low,medium,low,medium,regular,bad,fall,bad,working
4520,low,US,low,low,low,low,regular,good,fall,good,holiday
4523,high,US,low,medium,low,medium,regular,bad,winter,bad,working
4533,high,UK,low,low,low,medium,regular,good,summer,good,weekend
4534,low,Europe,low,low,low,medium,regular,good,spring,good,working
4536,low,US,low,low,low,medium,regular,good,fall,good,weekend
4537,low,Europe,low,medium,low,medium,regular,bad,spring,bad,weekend
4548,high,Europe,high,high,high,medium,regular,good,summer,good,working
4550,low,Europe,low,high,high,medium,regular,good,summer,good,weekend
4552,high,US,low,high,medium,medium,regular,good,fall,good,weekend
4556,low,Europe,low,low,medium,medium,regular,good,winter,good,working
4559,low,Europe,low,low,low,low,regular,bad,winter,bad,working
4560,low,Europe,low,medium,low,medium,regular,bad,fall,bad,working
4561,low,US,low,low,low,low,regular,good,fall,good,working
4562,low,Europe,low,low,low,low,regular,bad,spring,bad,working
4563,low,Europe,low,low,low,low,regular,bad,spring,good,working
4564,low,Europe,low,low,low,medium,regular,bad,fall,bad,weekend
4565,high,UK,low,high,high,medium,regular,good,winter,bad,weekend
4567,high,UK,low,low,low,low,regular,bad,winter,bad,weekend
4570,high,UK,low,low,medium,low,regular,good,fall,good,working
4571,low,Europe,low,low,low,low,regular,bad,fall,bad,weekend
4574,low,Europe,low,low,low,low,regular,good,summer,good,weekend
4575,high,Europe,low,low,low,medium,regular,good,winter,bad,holiday
4583,low,UK,low,low,low,low,regular,bad,winter,bad,working
4584,low,UK,low,medium,high,medium,regular,bad,summer,bad,working
4586,high,US,high,low,low,low,regular,bad,winter,bad,working
4590,high,Europe,low,low,low,medium,regular,good,summer,good,working
4591,low,UK,low,high,medium,low,regular,bad,fall,bad,working
4592,low,Europe,low,medium,high,low,regular,bad,winter,bad,working
4593,low,US,low,low,medium,medium,regular,bad,spring,bad,working
4598,low,Europe,low,low,low,low,regular,bad,winter,bad,working
4601,high,UK,low,low,low,medium,regular,good,spring,good,working
4605,low,UK,low,medium,high,medium,regular,bad,winter,bad,working
4607,low,Europe,low,low,low,medium,regular,good,spring,good,weekend
4612,high,Europe,low,high,high,medium,regular,good,summer,good,working
4614,low,Europe,low,low,low,medium,regular,good,summer,good,working
4615,low,Europe,low,low,low,low,regular,bad,winter,bad,working
4616,low,UK,low,low,low,low,regular,bad,winter,bad,weekend
4617,low,Europe,low,medium,low,medium,regular,bad,spring,good,working
4618,low,UK,low,low,low,medium,regular,bad,summer,good,weekend
4624,low,US,low,medium,medium,medium,regular,bad,winter,bad,working
4630,high,Europe,high,high,medium,medium,regular,good,fall,good,weekend
4632,low,US,low,low,low,low,regular,good,spring,good,weekend
4633,high,Europe,low,low,low,low,regular,good,summer,good,working
4634,low,Europe,low,low,low,low,regular,good,spring,bad,weekend
4636,low,US,low,medium,low,medium,regular,bad,fall,bad,weekend
4637,high,Europe,low,low,low,medium,regular,good,summer,good,weekend
4639,high,Europe,low,low,low,medium,regular,good,spring,good,working
4642,low,US,low,medium,high,medium,regular,bad,winter,bad,holiday
4643,high,UK,low,medium,medium,low,regular,bad,winter,bad,working
4645,low,Europe,low,medium,medium,medium,regular,bad,spring,bad,working
4646,low,Europe,low,medium,medium,medium,regular,bad,summer,bad,working
4647,high,US,low,medium,high,medium,regular,good,summer,good,holiday
4648,high,US,low,low,medium,medium,regular,good,summer,good,working
4649,high,UK,low,low,low,low,regular,good,winter,bad,weekend
4654,low,US,low,high,high,medium,increased,good,summer,good,working
4655,low,US,low,medium,medium,medium,regular,good,summer,good,weekend
4656,low,Europe,low,low,low,low,regular,bad,winter,bad,working
4659,high,US,low,low,low,medium,regular,good,summer,good,working
4661,low,US,low,low,medium,medium,regular,bad,fall,bad,weekend
4662,low,UK,low,high,high,medium,regular,bad,winter,good,working
4663,low,UK,low,low,low,medium,regular,bad,spring,good,working
4666,high,US,low,medium,high,medium,regular,good,spring,good,working
4668,low,UK,low,low,medium,medium,regular,bad,spring,bad,working
4669,low,Europe,low,high,low,medium,regular,good,summer,good,weekend
4672,high,US,low,high,high,medium,regular,good,summer,good,weekend
4673,low,Europe,low,medium,low,medium,regular,good,summer,good,working
4677,high,Europe,low,low,medium,medium,regular,good,fall,good,weekend
4678,low,Europe,low,medium,high,medium,regular,good,spring,good,weekend
4679,low,Europe,low,medium,high,medium,increased,bad,spring,bad,working
4682,low,Europe,low,medium,low,medium,regular,good,summer,good,working
4683,low,US,low,low,medium,medium,regular,good,summer,good,weekend
4686,high,Europe,low,high,high,medium,regular,good,fall,good,weekend
4687,high,UK,low,high,medium,low,regular,good,fall,good,working
4688,high,US,low,low,medium,medium,regular,good,fall,good,weekend
4689,low,US,low,low,low,medium,regular,bad,spring,bad,working
4690,high,Europe,high,medium,low,low,regular,bad,winter,bad,weekend
